Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, male",SP.POP.TOTL.MA.IN,Burkina Faso,BFA,5850935,6038895,6235842,6441322,6655617,6876721,7101155,7323354,7542832,7767361,7999494,8241604,8498100,8760692,9028931,9305419,9587217,9870655,10150983,10431262,10718602,11010698,11299155,11588745
"Population, male",SP.POP.TOTL.MA.IN,Burundi,BDI,3105481,3183686,3274704,3380524,3510499,3644928,3779881,3923619,4090782,4306730,4516033,4681456,4852194,5030076,5203501,5319770,5407865,5534391,5703611,5894278,6066599,6231786,6400926,6575319
"Population, male",SP.POP.TOTL.MA.IN,Cabo Verde,CPV,222518,227001,231264,235308,239155,242873,246494,249996,253369,256599,259594,262614,265726,268717,271704,274677,277736,280983,284085,286974,289745,292344,294911,297646
"Population, male",SP.POP.TOTL.MA.IN,Cambodia,KHM,5956510,6069095,6183561,6299051,6416257,6534657,6653611,6775426,6893678,7001368,7104881,7209608,7315560,7421511,7526346,7629132,7731897,7834347,7930999,8021264,8115527,8212068,8299527,8384561
"Population, male",SP.POP.TOTL.MA.IN,Cameroon,CMR,7488888,7689826,7900648,8121554,8349841,8583601,8822729,9073988,9337569,9609692,9890121,10176648,10469879,10771471,11106213,11463852,11814923,12157838,12501234,12855489,13210626,13564231,13922522,14289697
"Population, male",SP.POP.TOTL.MA.IN,Canada,CAN,15193559,15366044,15537670,15679267,15827350,15980129,16144143,16300607,16477210,16666800,16853131,17020863,17212832,17401943,17580481,17715184,17917918,18138241,18409285,18688790,18896073,19002171,19351209,19929169
"Population, male",SP.POP.TOTL.MA.IN,Cayman Islands,CYM,19468,20176,20890,21605,22323,23046,23777,24523,25274,26033,26797,27569,28348,29112,29853,30572,31270,31954,32627,33285,33941,34398,34669,34943
"Population, male",SP.POP.TOTL.MA.IN,Central African Republic,CAF,1890780,1932553,1974502,2022398,2066395,2113131,2155709,2196084,2241689,2290077,2337512,2373193,2393552,2407515,2404501,2413818,2455675,2501138,2549256,2605852,2672080,2728280,2788352,2869330
"Population, male",SP.POP.TOTL.MA.IN,Chad,TCD,4111592,4253942,4406601,4588681,4800259,4999038,5182293,5363575,5554274,5755890,5958154,6172449,6393699,6627120,6869575,7093122,7321597,7570735,7831899,8094822,8355035,8623530,8896002,9174497
"Population, male",SP.POP.TOTL.MA.IN,Channel Islands,CHI,70420,70848,71489,72148,72809,73492,74161,74823,75493,76153,76785,77253,77683,78314,78916,79598,80392,81190,82353,83603,84587,85444,86165,86797
"Population, male",SP.POP.TOTL.MA.IN,Chile,CHL,7627655,7711571,7794228,7874834,7952250,8028913,8107283,8186994,8268938,8353799,8437983,8521805,8605184,8688160,8775549,8865948,8971935,9114379,9281300,9450404,9579957,9675022,9729531,9741974
"Population, male",SP.POP.TOTL.MA.IN,China,CHN,645562937,650413443,654865007,659030348,663027988,667008138,670816557,674398683,677925783,681368810,684712330,688484213,693176026,697792609,702159650,706169297,710100087,714208198,717291023,719565010,720928153,721140373,720646499,719541674
"Population, male",SP.POP.TOTL.MA.IN,Colombia,COL,19469885,19769644,20066543,20357979,20643488,20920388,21186610,21442913,21686623,21925966,22167933,22405198,22632420,22850386,23060580,23272374,23517966,23874571,24331054,24779301,25139588,25415242,25575607,25668667
"Population, male",SP.POP.TOTL.MA.IN,Comoros,COM,266733,272077,277671,283149,288795,294921,301235,307665,314245,321030,328043,335285,342717,350298,358036,365933,373999,381884,389497,397126,404903,412703,420357,428132
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Dem. Rep.",COD,24034091,24773047,25544321,26310226,27111713,27976983,28890555,29842791,30821476,31828645,32885195,34013052,35181524,36408817,37691853,38997298,40378425,41799533,43197045,44600412,46065978,47574851,49118035,50732478
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Rep.",COG,1550503,1611459,1650909,1698593,1758751,1824640,1895843,1968249,2035727,2120331,2211326,2285052,2350164,2408084,2466860,2527113,2588778,2651836,2716588,2781753,2847552,2914434,2981800,3049941
"Population, male",SP.POP.TOTL.MA.IN,Costa Rica,CRI,2002605,2039504,2074083,2106901,2138782,2170068,2200829,2231315,2261818,2291917,2321021,2349468,2377400,2404428,2430257,2455070,2479289,2502859,2525472,2546376,2564622,2578741,2590709,2605235
"Population, male",SP.POP.TOTL.MA.IN,Cote d'Ivoire,CIV,8469483,8688294,8909248,9133271,9356595,9579903,9803630,10028098,10254400,10483883,10717965,10944299,11165128,11391437,11652068,11950528,12257085,12572382,12893352,13218128,13547621,13877714,14215570,14569031
"Population, male",SP.POP.TOTL.MA.IN,Croatia,HRV,2144720,2061946,2063084,2063864,2064901,2068225,2069605,2070255,2071183,2070404,2067480,2062281,2057943,2054271,2048178,2033789,2021957,2000221,1984862,1976146,1969718,1888646,1877942,1877920
"Population, male",SP.POP.TOTL.MA.IN,Cuba,CUB,5574842,5585454,5595307,5606222,5616987,5625118,5630144,5632650,5633996,5635364,5637179,5639643,5643060,5647146,5650315,5652022,5650455,5644544,5637159,5628282,5616818,5589258,5562694,5551684
"Population, male",SP.POP.TOTL.MA.IN,Curacao,CUW,62100,59750,59798,61016,62021,63550,65110,66309,67048,67387,68140,68996,69642,70680,71827,72917,73780,74067,75798,76024,74175,73008,71911,70935
"Population, male",SP.POP.TOTL.MA.IN,Cyprus,CYP,478455,486510,494964,503815,512738,521680,530622,539584,548572,557572,566592,574033,579665,584829,589809,594938,600193,605429,610590,615637,619932,623154,626775,631148
"Population, male",SP.POP.TOTL.MA.IN,Czechia,CZE,4992793,4976754,4971013,4973473,4978776,4989584,5007301,5040642,5086689,5119992,5139122,5152709,5161272,5163357,5170017,5182914,5195724,5212288,5232447,5255756,5269701,5173976,5257222,5362319
"Population, male",SP.POP.TOTL.MA.IN,Denmark,DNK,2639463,2649869,2659320,2667415,2674861,2682791,2692287,2705030,2721812,2737217,2750241,2762387,2773637,2786137,2801192,2821999,2845175,2864553,2879718,2890926,2900148,2913397,2936844,2958942
"Population, male",SP.POP.TOTL.MA.IN,Djibouti,DJI,368935,380707,392572,401257,407280,413536,421567,430661,439452,448524,457521,466253,474899,483527,492063,500482,508832,517141,525424,533626,541471,548890,556264,563824
"Population, male",SP.POP.TOTL.MA.IN,Dominica,DMA,34133,34059,34159,34296,34414,34519,34590,34630,34663,34697,34717,34718,34761,34742,34926,35144,35179,35299,35452,35673,35883,36039,36161,36282
"Population, male",SP.POP.TOTL.MA.IN,Dominican Republic,DOM,4323440,4397423,4464921,4526492,4587454,4647506,4706176,4763782,4822328,4882666,4943959,5005175,5065869,5126060,5185752,5244874,5303141,5360426,5416994,5472410,5527482,5582224,5634261,5683423
"Population, male",SP.POP.TOTL.MA.IN,Ecuador,ECU,6323386,6432559,6544813,6659818,6776204,6893501,7012450,7133070,7254593,7376503,7498852,7622056,7744557,7863795,7981215,8100227,8222126,8350700,8509651,8672767,8790148,8886835,8984602,9078518
"Population, male",SP.POP.TOTL.MA.IN,"Egypt, Arab Rep.",EGY,36137296,36896146,37686851,38492094,39286378,40071848,40852875,41650626,42466097,43295925,44175744,45169115,46209495,47285316,48398933,49472593,50509730,51515521,52490759,53429404,54357401,55260287,56124592,56987677
"Population, male",SP.POP.TOTL.MA.IN,El Salvador,SLV,2869807,2881789,2890463,2895077,2896010,2893341,2887716,2890138,2901244,2911996,2922675,2933557,2944707,2955948,2966755,2976076,2983896,2989691,2992279,2992539,2997430,3006692,3016535,3029841
"Population, male",SP.POP.TOTL.MA.IN,Equatorial Guinea,GNQ,345748,364688,383968,403668,423972,445146,467474,491133,516140,542409,569731,597134,624500,652487,680902,709490,738048,766354,794308,821881,844153,863375,883926,903958
"Population, male",SP.POP.TOTL.MA.IN,Eritrea,ERI,1168024,1202597,1245585,1298813,1353934,1388443,1412834,1436133,1476246,1515585,1547741,1577851,1600542,1622649,1636349,1644779,1657572,1673563,1697963,1724860,1753513,1785840,1817878,1850523
"Population, male",SP.POP.TOTL.MA.IN,Estonia,EST,651122,646722,642160,637741,633621,629862,626127,623190,621710,621054,620239,618917,617158,615543,614645,615901,617086,619270,623319,627427,629878,631228,640385,649310
"Population, male",SP.POP.TOTL.MA.IN,Eswatini,SWZ,496570,501668,505974,509632,512898,515804,518532,521420,525058,529313,533566,537868,542408,547273,552371,557649,563119,568650,574204,579801,585916,591831,596167,600049
"Population, male",SP.POP.TOTL.MA.IN,Ethiopia,ETH,33605361,34630056,35686336,36760688,37852598,38961005,40093124,41263931,42458192,43667289,44916491,46215601,47540484,48862026,50196354,51560461,52968539,54418849,55882976,57375433,58906550,60443404,61980175,63545705
"Population, male",SP.POP.TOTL.MA.IN,Faroe Islands,FRO,23613,23924,24241,24567,24900,25081,25096,25109,25130,25151,25139,25106,25084,25070,25050,25209,25570,25959,26360,26749,27130,27380,27482,27570
"Population, male",SP.POP.TOTL.MA.IN,Fiji,FJI,423305,427971,432518,437004,441500,445918,450318,454459,457414,459159,460442,461408,462138,462716,463134,463293,463229,462926,462276,461366,461878,463683,466140,469490
"Population, male",SP.POP.TOTL.MA.IN,Finland,FIN,2526195,2533485,2541277,2548930,2557498,2567217,2578051,2590275,2604239,2618383,2631775,2645524,2659632,2673534,2686141,2696703,2706934,2715752,2721234,2725793,2731054,2737509,2745395,2759947
"Population, male",SP.POP.TOTL.MA.IN,France,FRA,29550671,29761295,29973050,30182216,30399010,30619951,30825573,31008324,31174324,31328492,31477219,31623120,31771596,31932616,32078475,32189247,32271469,32363229,32477716,32586250,32670705,32758032,32847321,32927891
"Population, male",SP.POP.TOTL.MA.IN,French Polynesia,PYF,129619,131568,133515,135482,137450,139403,141296,142844,143906,144639,145253,145852,146369,146929,147681,148478,149191,150002,150960,151899,152872,153778,154794,156041
"Population, male",SP.POP.TOTL.MA.IN,Gabon,GAB,633381,650791,669040,688174,708467,730264,753766,779034,805971,834773,865821,899015,933766,969160,1003790,1036303,1066111,1093401,1119168,1144323,1168822,1192411,1215505,1238576
"Population, male",SP.POP.TOTL.MA.IN,"Gambia, The",GMB,709063,729172,749718,771376,794483,818687,844305,871338,899494,928615,958562,989446,1021199,1053493,1085941,1118341,1150704,1182968,1215115,1247342,1280033,1313119,1346335,1380095
"Population, male",SP.POP.TOTL.MA.IN,Georgia,GEO,1896863,1865663,1847424,1835929,1827628,1818897,1811111,1804474,1802022,1788952,1778715,1767150,1756606,1753480,1754655,1756212,1756252,1755805,1754637,1750910,1751135,1743681,1745015,1767206
"Population, male",SP.POP.TOTL.MA.IN,Germany,DEU,39980931,40049852,40120267,40149300,40151562,40147180,40131513,40116978,40088841,40042085,40037382,39357575,39486445,39647229,39859493,40244901,40598245,40766909,40899311,40996355,41032520,41049155,41347556,41695527
"Population, male",SP.POP.TOTL.MA.IN,Ghana,GHA,9759725,10028005,10312728,10601193,10892403,11190399,11494181,11801766,12113292,12428179,12742737,13060897,13388449,13722904,14059371,14397364,14739510,15073582,15398027,15723678,16051315,16375536,16695114,17016528
"Population, male",SP.POP.TOTL.MA.IN,Gibraltar,GIB,13844,13790,13863,14081,14300,14527,14749,14954,15158,15373,15598,15823,16064,16192,16201,16223,16244,16268,16297,16320,16337,16317,16308,16334
"Population, male",SP.POP.TOTL.MA.IN,Greece,GRC,5383939,5411473,5429975,5440592,5450600,5461841,5472470,5479882,5487237,5493722,5492782,5476950,5439813,5393788,5352340,5312418,5286884,5273998,5261328,5254476,5242307,5177554,5102926,5063924
"Population, male",SP.POP.TOTL.MA.IN,Greenland,GRL,30058,30118,30229,30279,30324,30317,30212,30070,29928,29908,30188,30144,30068,29871,29748,29633,29660,29644,29561,29662,29711,29809,29753,29796
"Population, male",SP.POP.TOTL.MA.IN,Grenada,GRD,54035,54340,54535,54821,55220,55599,55973,56349,56743,57148,57562,57983,58426,58897,59367,59819,60258,60681,61090,61483,61916,62356,62721,63041
"Population, male",SP.POP.TOTL.MA.IN,Guam,GUM,81191,81879,82448,82900,83243,83485,83629,83676,83648,83559,83691,84025,84350,84636,84833,84996,85126,85205,85186,85102,85317,85879,86446,86992
"Population, male",SP.POP.TOTL.MA.IN,Guatemala,GTM,5760216,5898649,6034184,6165563,6296273,6426631,6556342,6685344,6813669,6941334,7068420,7196825,7324702,7453516,7582657,7711363,7839799,7968085,8096410,8223795,8348500,8470073,8590378,8710000
"Population, male",SP.POP.TOTL.MA.IN,Guinea,GIN,4109599,4150573,4206776,4303547,4395576,4479878,4570372,4676528,4791806,4911573,5035358,5163256,5292876,5425320,5564217,5711742,5866792,6024466,6184649,6349991,6518034,6685900,6854020,7023590
"Population, male",SP.POP.TOTL.MA.IN,Guinea-Bissau,GNB,599950,613138,627230,642205,657912,674317,691579,709928,728980,748466,768572,789578,811572,834247,857202,880191,903188,926027,948791,971745,994606,1017216,1039860,1062741
"Population, male",SP.POP.TOTL.MA.IN,Guyana,GUY,378495,379218,379813,379988,379674,379057,378137,376976,375558,373882,371984,369890,369501,370411,370931,371621,372409,373282,386040,392821,389899,393635,395982,398825
"Population, male",SP.POP.TOTL.MA.IN,Haiti,HTI,4150198,4226169,4301197,4376534,4451252,4526364,4603020,4679659,4756176,4833100,4890743,4947739,5023564,5098458,5172525,5246167,5319125,5391671,5463738,5535128,5605395,5672850,5738710,5805698
"Population, male",SP.POP.TOTL.MA.IN,Honduras,HND,3364459,3456257,3548604,3641043,3733128,3825041,3916738,4007762,4097779,4186810,4274733,4361400,4446997,4531602,4615611,4699291,4782635,4865783,4948831,5031794,5112980,5190703,5267354,5347368
"Population, male",SP.POP.TOTL.MA.IN,"Hong Kong SAR, China",HKG,3284799,3294798,3293565,3270809,3279895,3277700,3283026,3297018,3303141,3296437,3306449,3315497,3341565,3345028,3357909,3375671,3391006,3416625,3443005,3467315,3452974,3419023,3384592,3467369
"Population, male",SP.POP.TOTL.MA.IN,Hungary,HUN,4859206,4844925,4828263,4811880,4799327,4789543,4782418,4774715,4766498,4760006,4750174,4740061,4719977,4709367,4699323,4691952,4681743,4673310,4673638,4678279,4672304,4654334,4629668,4610510
"Population, male",SP.POP.TOTL.MA.IN,Iceland,ISL,140748,142645,143855,144829,146269,149173,153876,158725,161475,160997,159964,160180,160900,162375,164245,166216,169141,174307,180210,184880,187982,190942,195800,201745
"Population, male",SP.POP.TOTL.MA.IN,India,IND,548223581,558291332,568334873,578236241,587990365,597477666,606611392,615506279,624242020,632892402,641566029,650244390,658839435,667322883,675549357,683543213,691623419,699587889,707149230,714325057,720997448,726503429,731180498,736851532
"Population, male",SP.POP.TOTL.MA.IN,Indonesia,IDN,107664942,109210886,110738346,112245542,113702084,115167468,116685330,118236404,119801561,121344803,122882663,124451334,126039491,127582414,129071050,130517327,131909809,133245399,134536680,135798442,136927582,137852478,138703277,139707831
"Population, male",SP.POP.TOTL.MA.IN,"Iran, Islamic Rep.",IRN,33235518,33786412,34099104,34429317,35028219,35630982,36210381,36750402,37258400,37767957,38301112,38783336,39262182,39818340,40556060,41454741,42200628,42789954,43333952,43792157,44134884,44426789,44714592,45002394
"Population, male",SP.POP.TOTL.MA.IN,Iraq,IRQ,12245808,12649980,13070653,13479925,13872761,14287950,14384444,14253474,14526220,15062364,15555695,16119318,16870903,17688677,18331660,18850267,19328788,19794794,20289270,20788703,21297577,21797409,22290370,22806498
"Population, male",SP.POP.TOTL.MA.IN,Ireland,IRL,1890633,1921225,1953068,1985565,2025466,2075615,2137329,2199761,2239936,2256891,2264844,2271361,2278653,2289543,2304438,2325945,2353419,2379975,2410562,2444120,2469767,2494029,2541063,2608515
"Population, male",SP.POP.TOTL.MA.IN,Isle of Man,IMN,36936,37423,37876,38310,38739,39166,39629,40130,40639,41136,41621,41880,41844,41721,41575,41414,41340,41407,41508,41583,41630,41736,41859,41947
"Population, male",SP.POP.TOTL.MA.IN,Israel,ISR,3099279,3174306,3240065,3300450,3360721,3422076,3484797,3548771,3613709,3702341,3772673,3846087,3920849,3997866,4078523,4163174,4248793,4335046,4421961,4509772,4592300,4672141,4767057,4868822
"Population, male",SP.POP.TOTL.MA.IN,Italy,ITA,27550271,27563815,27608392,27742139,27937545,28085940,28171789,28309208,28490726,28614327,28692324,28735593,28823419,29177490,29460113,29452171,29433527,29426940,29408951,29090818,28957843,28821030,28741550,28671370
"Population, male",SP.POP.TOTL.MA.IN,Jamaica,JAM,1293403,1300463,1307197,1313748,1320251,1326570,1332880,1338676,1343912,1349628,1355508,1361767,1368899,1376070,1382315,1387628,1391829,1394537,1396014,1396657,1399668,1402951,1402379,1401001
"Population, male",SP.POP.TOTL.MA.IN,Japan,JPN,62126711,62241801,62351052,62447363,62430367,62398129,62402271,62443045,62444510,62409801,62397763,62263573,62148992,62046104,61951317,61873910,61830297,61765051,61670382,61567714,61375600,61087180,60810077,60507611
"Population, male",SP.POP.TOTL.MA.IN,Jordan,JOR,2625119,2675503,2728993,2787502,2855309,2928895,3131561,3334553,3414636,3488622,3564227,3654198,3704706,3968884,4497632,4944708,5185852,5312425,5435573,5555605,5670775,5780154,5846915,5868983
"Population, male",SP.POP.TOTL.MA.IN,Kazakhstan,KAZ,7086252,7069936,7066960,7088542,7135860,7197692,7273015,7357674,7499747,7654441,7769735,7888949,8007578,8130680,8259233,8388576,8518088,8644724,8768025,8890215,9012624,9227935,9449147,9585593
"Population, male",SP.POP.TOTL.MA.IN,Kenya,KEN,15293161,15769661,16262141,16758781,17274191,17802747,18346035,18903421,19479661,20068349,20642895,21195954,21733578,22259261,22770037,23268540,23780053,24296132,24784782,25272193,25780698,26279184,26777549,27304201
"Population, male",SP.POP.TOTL.MA.IN,Kiribati,KIR,43680,44473,45346,46275,47209,48127,49037,49967,50920,51896,52840,53709,54514,55285,56042,56833,57677,58544,59441,60390,61495,62724,63943,65144
"Population, male",SP.POP.TOTL.MA.IN,"Korea, Dem. People's Rep.",PRK,11378028,11455522,11523015,11598071,11684142,11762651,11832469,11895221,11953972,12013177,12070099,12125094,12184978,12251346,12324169,12402803,12482556,12559931,12634957,12707874,12778255,12844385,12905119,12960706
"Population, male",SP.POP.TOTL.MA.IN,"Korea, Rep.",KOR,23622809,23792460,23906741,24006936,24076910,24102905,24209494,24315489,24483738,24592587,24701859,24902531,25062652,25204806,25390519,25548338,25651599,25706975,25802041,25874966,25897329,25854693,25795944,25804105
"Population, male",SP.POP.TOTL.MA.IN,Kosovo,XKX,935457,943362,945381,939201,933043,926824,920484,914088,907891,902022,896466,898208,902010,907413,904599,892179,886760,893367,896319,892156,892592,890237,881148,875360
"Population, male",SP.POP.TOTL.MA.IN,Kuwait,KWT,1132811,1169112,1204908,1239951,1273896,1319953,1385007,1456556,1528571,1600963,1675640,1788572,1938224,2088742,2175581,2339072,2462807,2507954,2655840,2738222,2671060,2590695,2595948,2616300
"Population, male",SP.POP.TOTL.MA.IN,Kyrgyz Republic,KGZ,2386115,2409887,2432857,2459059,2489766,2518895,2546899,2572261,2597882,2630443,2663183,2697047,2743677,2800256,2858669,2920023,2981885,3041478,3103815,3170125,3231211,3326089,3424555,3485887
"Population, male",SP.POP.TOTL.MA.IN,Lao PDR,LAO,2725901,2770704,2814046,2855501,2894726,2937553,2985964,3035128,3084231,3133204,3181861,3230309,3278735,3326932,3374369,3423412,3475453,3528807,3582564,3636206,3689825,3742575,3794678,3846648
"Population, male",SP.POP.TOTL.MA.IN,Latvia,LVA,1080560,1066061,1053100,1042643,1031198,1019762,1010084,1001767,991348,975346,955679,938923,928130,919411,912033,906010,899402,893094,887780,883240,878681,872894,871746,873699
"Population, male",SP.POP.TOTL.MA.IN,Lebanon,LBN,2137718,2172579,2201780,2231267,2266637,2301063,2339292,2383768,2422820,2454921,2477872,2503286,2570541,2820251,3117336,3173713,3091255,3003848,2911667,2814124,2748285,2713490,2662356,2594952
"Population, male",SP.POP.TOTL.MA.IN,Lesotho,LSO,977454,977846,976926,974734,970962,966980,966460,970360,976899,984322,991753,999975,1009354,1019780,1031124,1043257,1056294,1069963,1083909,1097956,1112185,1125698,1137496,1149224
"Population, male",SP.POP.TOTL.MA.IN,Liberia,LBR,1424909,1467915,1507373,1519808,1538587,1610373,1704671,1793393,1869357,1930581,1988726,2070140,2146280,2194919,2241889,2289264,2337052,2383292,2430584,2479442,2531454,2585173,2640702,2699486
"Population, male",SP.POP.TOTL.MA.IN,Libya,LBY,2712865,2757499,2806031,2858258,2914130,2972825,3032912,3096581,3164557,3232535,3300010,3148271,2988323,3045479,3100543,3145381,3187679,3234556,3284325,3329012,3369959,3409508,3447062,3483751
"Population, male",SP.POP.TOTL.MA.IN,Liechtenstein,LIE,16258,16424,16583,16743,16901,17052,17197,17335,17473,17628,17764,17901,18066,18220,18378,18521,18663,18816,18961,19102,19223,19354,19502,19643
"Population, male",SP.POP.TOTL.MA.IN,Lithuania,LTU,1626157,1610286,1594819,1579542,1559736,1532393,1506004,1486138,1469516,1453062,1423431,1392784,1375889,1364087,1354801,1344893,1330868,1315577,1306463,1306199,1309308,1314395,1329978,1349279
"Population, male",SP.POP.TOTL.MA.IN,Luxembourg,LUX,215218,217664,220026,222984,226576,230296,234135,237883,242384,247284,252173,258327,265181,271828,278610,285650,292233,299619,305653,311845,317212,322141,328709,336522
"Population, male",SP.POP.TOTL.MA.IN,"Macao SAR, China",MAC,207541,210775,215724,221880,228104,234373,240698,247125,253726,260480,267356,273808,278911,283197,287572,292094,296815,301788,307005,312356,317655,322286,326180,329909
"Population, male",SP.POP.TOTL.MA.IN,Madagascar,MDG,8147724,8395887,8648564,8906025,9169924,9440960,9720478,10007782,10302005,10603897,10910952,11219267,11527780,11837579,12150189,12466971,12791885,13124892,13462529,13804538,14148424,14490935,14836218,15190700
"Population, male",SP.POP.TOTL.MA.IN,Malawi,MWI,5464600,5587759,5719293,5859615,6009766,6170251,6340083,6518572,6710463,6914014,7122580,7334829,7550255,7769339,7992387,8219165,8449079,8683181,8922676,9168342,9418758,9670800,9924861,10184498
"Population, male",SP.POP.TOTL.MA.IN,Malaysia,MYS,11631359,11961265,12292325,12621130,12947693,13271796,13592989,13912833,14226719,14530672,14792312,15021118,15254994,15488512,15720763,15947910,16171861,16391213,16597324,16794024,16986172,17166530,17341833,17520258
"Population, male",SP.POP.TOTL.MA.IN,Maldives,MDV,145914,148364,150901,153458,156014,158562,163497,171583,180542,189739,199169,208805,218617,228512,239142,250493,261719,272628,282965,291624,297122,300736,301315,298591
"Population, male",SP.POP.TOTL.MA.IN,Mali,MLI,5670841,5847171,6034984,6232629,6440171,6656944,6880921,7112186,7350044,7593666,7844770,8102832,8343041,8590210,8866537,9149561,9445909,9754475,10068477,10387581,10718339,11060744,11406819,11758772
"Population, male",SP.POP.TOTL.MA.IN,Malta,MLT,193798,195236,196682,197937,199209,200402,201030,201658,202981,204618,205890,207194,209654,213359,218536,224836,231198,238841,248581,259854,266898,269705,276869,288481
"Population, male",SP.POP.TOTL.MA.IN,Marshall Islands,MHL,27814,27906,27945,27939,27902,27843,27769,27678,27555,27431,27355,27143,26746,26308,25823,25299,24738,24146,23529,22874,22190,21483,21223,21425
"Population, male",SP.POP.TOTL.MA.IN,Mauritania,MRT,1349905,1381929,1409021,1437131,1466045,1496264,1528137,1561878,1597439,1635726,1677917,1724301,1774489,1825021,1875031,1926486,1979261,2033282,2088602,2145130,2202418,2260590,2321228,2384716
"Population, male",SP.POP.TOTL.MA.IN,Mauritius,MUS,592881,597137,601013,605090,608604,611903,614420,616830,618617,619806,620864,621499,622915,624118,624915,625408,625493,625702,625703,625555,625161,624869,622533,621354
"Population, male",SP.POP.TOTL.MA.IN,Mexico,MEX,47900060,48635540,49386357,50132595,50881240,51619299,52329698,53024314,53699298,54363696,55086407,55882073,56674115,57427865,58145362,58824776,59489629,60126616,60685164,61187228,61587451,61856137,62194954,62641366
"Population, male",SP.POP.TOTL.MA.IN,"Micronesia, Fed. Sts.",FSM,56309,56446,56495,56421,56246,55995,55656,55253,54828,54393,54246,54398,54568,54755,54957,55166,55388,55630,55865,56072,56413,56898,57387,57891
"Population, male",SP.POP.TOTL.MA.IN,Moldova,MDA,1384963,1382129,1379092,1375350,1371748,1368513,1365441,1363050,1361313,1360378,1359655,1359337,1359441,1359267,1358738,1348658,1333190,1310385,1287319,1266405,1251834,1232180,1208783,1186128
"Population, male",SP.POP.TOTL.MA.IN,Monaco,MCO,15791,15791,15768,15741,15705,15662,15604,15518,15542,15813,16207,16604,16997,17370,17716,18043,18187,18159,18142,18145,18095,17982,17872,17783
"Population, male",SP.POP.TOTL.MA.IN,Mongolia,MNG,1216362,1228209,1239950,1251264,1262236,1273074,1284280,1296789,1311312,1328168,1346373,1366548,1389613,1415077,1443209,1473641,1505633,1538598,1572333,1606094,1636094,1661462,1685387,1708447
"Population, male",SP.POP.TOTL.MA.IN,Montenegro,MNE,293731,294678,295606,296591,297191,297915,298577,299290,300084,300956,301687,302077,302449,302871,303191,303386,303492,303519,303440,303303,302841,301673,300543,299975
"Population, male",SP.POP.TOTL.MA.IN,Morocco,MAR,14279162,14473530,14665548,14850814,15038644,15240243,15447447,15654951,15864470,16077493,16297672,16525679,16757724,16990792,17220817,17444602,17665036,17881446,18087320,18281786,18474956,18665663,18852368,19037976
"Population, male",SP.POP.TOTL.MA.IN,Mozambique,MOZ,8655917,8872203,9100891,9339183,9586551,9838645,10094544,10360896,10636233,10923458,11236221,11577539,11941725,12326038,12722751,13128327,13561220,14002439,14426886,14851787,15293299,15737224,16176217,16634672
"Population, male",SP.POP.TOTL.MA.IN,Myanmar,MMR,22768081,22998986,23224582,23439572,23639855,23826893,24004090,24179492,24326716,24474765,24658341,24855326,25061327,25270624,25476524,25675431,25872492,26063229,26244290,26423311,26606176,26782671,26962566,27152968
"Population, male",SP.POP.TOTL.MA.IN,Namibia,NAM,880704,898800,914685,928045,939816,951218,962619,974469,987250,1001105,1015983,1031720,1048383,1065946,1084272,1103238,1122637,1142262,1161859,1181378,1201660,1221166,1238563,1256253
"Population, male",SP.POP.TOTL.MA.IN,Nauru,NRU,5354,5349,5340,5329,5316,5298,5272,5247,5228,5217,5221,5247,5333,5457,5580,5706,5832,5953,6074,6177,6266,6361,6435,6487
"Population, male",SP.POP.TOTL.MA.IN,Nepal,NPL,12397651,12576001,12738215,12880352,13002461,13098713,13165531,13208569,13236099,13250671,13260079,13250056,13212056,13164892,13138985,13162846,13259469,13405797,13554172,13704208,13980445,14370965,14646246,14812363
"Population, male",SP.POP.TOTL.MA.IN,Netherlands,NLD,7877546,7938421,7990446,8029094,8057280,8076039,8089121,8106729,8138778,8181658,8224707,8265148,8298490,8325795,8358842,8399441,8447999,8502002,8555582,8615129,8665375,8712076,8797815,8889938
"Population, male",SP.POP.TOTL.MA.IN,New Caledonia,NCL,108137,110022,111946,113696,115295,117133,119089,120949,122807,124466,126309,128491,130696,132901,134962,135460,135598,135652,135589,135381,135108,134596,133884,133187
"Population, male",SP.POP.TOTL.MA.IN,New Zealand,NZL,1893809,1903542,1936564,1975073,2003827,2025120,2048505,2066607,2083721,2104531,2127776,2143639,2155304,2173160,2212236,2260747,2315033,2366653,2414161,2461701,2522257,2533227,2536570,2589442
"Population, male",SP.POP.TOTL.MA.IN,Nicaragua,NIC,2528472,2561907,2593630,2624209,2654303,2687501,2724497,2762742,2802298,2843140,2885079,2927885,2971314,3015111,3059189,3103613,3148451,3193665,3239062,3284332,3329347,3375630,3423787,3471990
